Commune;Date_Conseil_Municipal;Annee_Mois_Deliberation;Numero_Deliberation;Objet_Deliberation;Texte_Deliberation
Mogneneins;20180524;201805;20180505;CDG 01 : Classement archives communales;"Département de l’AIN
Canton de CHATILLON SUR CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2018-02-05
 
ANNEE 2018

Objet : CDG 01 
Classement archives communales
Le vingt quatre mai deux mille dix huit

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Mélusine BALLIF, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, DE CLAVIERE Eric, Lionel GENTIT, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : Thierry CHABANON 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 19 mai 2018  
Membres en exercice :  15    Présents : 14        Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer


Monsieur le Maire informe le Conseil Municipal que suite à notre demande le service des archives du Centre de Gestion de l’Ain nous a fait parvenir un devis pour le classement des archives communales.

Un état des lieux a été effectué le 25 avril 2018 et nos archives représentent 44 ml.

Le devis s’élève à 6500 € (non assujetti à la TVA) pour 26 jours d’intervention dont 1 en 2018.

Monsieur le Maire explique qu’il est possible d’avoir une subvention à hauteur de 45 % auprès des Archives Départementales de l’Ain soit 2925 €.

Il demande aux membres du conseil de se valider le devis qui sera inscrit au prochain budget et de l’autoriser à faire la demande de subvention.

Après en avoir délibéré, l’ensemble des membres présents, à l’unanimité

- ACCEPTE le devis du CDG 01 pour un montant de 6500 € ; 
- AUTORISE Monsieur le Maire à faire la demande de subvention auprès des Archives Départementales.


     Ainsi fait et délibéré, le jour, mois et an que dessus.
     Ont signé au registre les membres présents.
     Pour copie conforme,
     Le Maire, Jean-Pierre CHAMPION








"
Mogneneins;20180705;201807;20180701;Décisions modificatives - Budget ;"252 COMMUNE DE MOGNENEINS DM 2018
Code INSEE Commune
EXTRAIT DU REGISTRE DES DELIBERATIONS DU Conseil municipal
Nombre de membres en exercice : 15
DECISION MODIFICATIVE N° 2 Nombre de membres présents :
Virements de crédits Nombre de suffrages exprimés :
 VOTES : Contre Pou
 Date de convocation : 28/07/2018
 L'an deux mille dix huit, le 5 juillet, le Conseil municipal légalement convoqué, s'est réuni 
 en session  sous la présidence de Jean-Pierre CHAMPION, MAIRE.
 Objet : Décision modificative n°2
 Désignation Diminution sur crédits  Augmentation sur crédits 
 ouverts ouverts
 D 020 : Dépenses imprévues Invest 4 320.00 €
 TOTAL D 020 : Dépenses imprévues Invest 4 320.00 €
 D 21568 : Autre matériel et outillage 4 320.00 €
 TOTAL D 21 : Immobilisations corporelles 4 320.00 €
 Signatair AUBRUN Michel
 BOUDIGUES Sandrine
 CALAS Franck
 CHABANON Thierry
 CHAMPION Jean-Pierre
 DE CLAVIERE Eric
 GENTIT Lionel
 GINTRAND Marie-Pierre
 MABRU Philippe
 PASSOT Elisabeth
 PILLOUD Mélusine
 REY Didier
 ROLLET Jocelyne
 SZYNDRALEWIEZ Gérard
 VERNUS PROST Nathalie
 Certifié exécutoire par Jean-Pierre CHAMPION, MAIRE, compte tenu de la transmission en préfecture, le  
 et de la publication le .
 A Mogneneins, le 05/07/2018.
 ont signé les membres présents
 
 252 COMMUNE DE MOGNENEINS DM 2018
 Code INSEE Commune
 EXTRAIT DU REGISTRE DES DELIBERATIONS DU Conseil municipal
 pour extrait conforme
 Le MAIRE
"
Mogneneins;20180705;201807;20180702;Accessibilité mairie - modification lot 5 et 7;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2018-07-02
 
ANNEE 2018

Objet : ACCESSIBILITE MAIRIE
Modification lot 5 et 7
Le cinq juillet deux mille dix huit

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : Eric DE CLAVIERE (donne pouvoir à Jean-Pierre CHAMPION), Lionel GENTIT (donne pouvoir à Sandrine BOUDIGUES), Marie-Pierre GINTRAND (donne pouvoir à Michel AUBRUN) Mélusine PILLOUD (donne pouvoir à Franck CALAS), Thierry CHABANON (excusé)

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 30 juin 2018  
Membres en exercice : 15    Présents : 10        Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle que lors du conseil du 24/05/218 les 7 lots ont été attribués pour les travaux d’accessibilité de la Mairie mais que deux erreurs ont été faites lors de la rédaction de la délibération.


- Lot 5 (plâtrerie, peinture, plafond) : entreprise GENAUDY pour un montant HT de 5 199.10 € avec option.
- Lot 7 (plomberie) : entreprise LITAUDON pour un montant HT de 1 091.48 € au lieu de 1 198.02 €


Pour un marché total de 68 004.21 € HT soit  81 605.05 TTC


Après en avoir délibéré les membres du Conseil 
 -ACCEPTENT les modifications citées ci-dessus.
- AUTORISENT Mr le Maire à signer tout document se reportant à ce marché.

    Ainsi fait et délibéré, le jour, mois et an que dessus.
    Ont signé au registre les membres présents.
    Pour copie conforme,
    Le Maire, Jean-Pierre CHAMPION


"
Mogneneins;20180705;201807;20180703;RGPD – nomination d’un délégué de la protection des données;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2018-07-03
 
ANNEE 2018

Objet : RGPD – nomination d’un délégué de la protection des données
Le cinq juillet deux mille dix huit

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION,  Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : Eric DE CLAVIERE (donne pouvoir à Jean-Pierre CHAMPION), Lionel GENTIT (donne pouvoir à Sandrine BOUDIGUES), Marie-Pierre GINTRAND (donne pouvoir à Michel AUBRUN) Mélusine PILLOUD (donne pouvoir à Franck CALAS), Thierry CHABANON (excusé)

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 30 juin 2018  
Membres en exercice : 15    Présents : 10        Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Il est exposé que, à compter du 25 mai 2018, toutes les structures publiques doivent se mettre en conformité avec le Règlement Général européen de la Protection des Données (RGPD) approuvé officiellement par le Parlement Européen en avril 2016. Ce RGPD, qui remplace les lois nationales telles que la loi informatique et libertés en France, unifie la protection des données et facilitera la libre circulation des données dans les 28 états membres de l’UE.

Il est indiqué qu’une donnée à caractère personnel représente toute information relative à une personne physique identifiée ou qui peut être identifiée, directement ou indirectement, par référence à un ou plusieurs éléments qui lui sont propres.
Le non-respect de cette obligation pourra aboutir à des sanctions administratives, financières et/ou pénales du représentant légal de la personne morale, sanctions pouvant être très lourdes. 

C’est pourquoi, il convient de désigner un Délégué à la Protection des Données (DPD), également dénommé DPO (Data Protection Officier) qui aura pour mission principale de mettre la collectivité en conformité avec le RGPD.

Son rôle sera de :
- Informer et conseiller l’organisme (responsable de traitement, sous-traitants, employés) ;
- Réaliser l’inventaire et la cartographie des données de l’organisme et de leurs traitements (qui, quoi, pourquoi, où, jusqu’à quand, comment) ; 
- Conseiller, accompagner à la gestion du registre de traitements des données personnelles ;
- Contrôler et veiller au respect du règlement et du droit national en termes de protection des personnes physiques et de droit d’accès ;
- Piloter la conformité en continu et identifier les actions à mener au regard des risques sur les droits et libertés des personnes ;
- Concevoir des actions de sensibilisation ;
- Conseiller l’organisme sur la réalisation d’études d’impact sur la protection des données et la vie privée, et en vérifier l’exécution ;
- Coopérer avec la CNIL, autorité de contrôle ;

Le Délégué à la Protection des Données (DPD) n’est pas le responsable des traitements. 
Il doit, en tout état de cause, exercer ses missions en toute indépendance, vis-à-vis du responsable de traitement (le maire), et il ne peut être sanctionné pour avoir exercé ces missions. 


Monsieur le Maire demande à l’ensemble du Conseil si quelqu’un veut être Délégué à la Protection des Données.

Monsieur Franck CALAS se désigne volontaire pour être DPD.


Le conseil municipal, après ouïe de cet exposé,

- Accepte que M Franck CALAS soit nommé Délégué à la protection des données (DPD)
- Autorise le Maire à signer toutes pièces relatives à cette nomination.
.

    Ainsi fait et délibéré, le jour, mois et an que dessus.
    Ont signé au registre les membres présents.
    Pour copie conforme,
    Le Maire, Jean-Pierre CHAMPION


"
Mogneneins;20180705;201807;20180704;Convention avec ALEC 01 « Ateliers coaching Energie »;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2018-07-04
 
ANNEE 2018

Objet : CONVENTION AVEC ALEC 01 « Ateliers Coaching Energie »
Le cinq juillet deux mille dix huit

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION,  Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : Eric DE CLAVIERE (donne pouvoir à Jean-Pierre CHAMPION), Lionel GENTIT (donne pouvoir à Sandrine BOUDIGUES), Marie-Pierre GINTRAND (donne pouvoir à Michel AUBRUN) Mélusine PILLOUD (donne pouvoir à Franck CALAS), Thierry CHABANON (excusé)

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 30 juin 2018  
Membres en exercice : 15    Présents : 10        Votants : 13
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire laisse la parole à Philippe MABRU. Celui-ci rappelle que lors du conseil du 24/05/2018 il a été évoqué l’envie de réaliser un programme d’actions composé 3 ateliers coaching Energie avec Alec 01.

Le but de ces actions est d’informer et sensibiliser un panel d’administrés au sujet de leur consommation énergétique.

Pour cela une convention est nécessaire pour définir et préciser le cadre et les modalités selon lesquels est apporté le concours financier de la commune de Mogneneins, membre de l’ALEC O1, pour la réalisation du programme d’actions de l’ALEC 01 établi à son initiative et sous sa responsabilité figurant en annexe technique.

La commune contribue financièrement pour un montant prévisionnel maximal de 860.00 € (50 % à la signature et 50% au terme du projet avec remise d’un bilan qualitatif et quantitatif).


Après en avoir délibéré les membres du Conseil  
 -ACCEPTENT la convention proposée entre l’ALEC 01 et la commune ;
- AUTORISENT Mr le Maire à signer tout document se reportant à cette affaire.

    Ainsi fait et délibéré, le jour, mois et an que dessus.
    Ont signé au registre les membres présents.
    Pour copie conforme,
    Le Maire, Jean-Pierre CHAMPION


"
Mogneneins;20180913;201809;20180901;"Modification temporaire du lieu de réunion du Conseil Municipal
";"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2018-09-01
 
ANNEE 2018

Objet : Modification temporaire du lieu 
            de réunion du Conseil Municipal
Le treize septembre deux mille dix huit

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Eric DE CLAVIERE, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : Nathalie VERNUS-PROST (donne pouvoir à Jean-Pierre CHAMPION), Didier REY, Marie-Pierre GINTRAND

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 8 septembre 2018  
Membres en exercice : 15    Présents : 12        Votants : 13
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle qu’en vertu de l'article L. 2121-7 du code général des collectivités territoriales, « le conseil municipal se réunit et délibère à la mairie de la commune ». Le même article prévoit la possibilité pour le conseil municipal de se réunir, à titre définitif ou  exceptionnel, dans une salle en dehors de la mairie mais située sur le territoire de la commune lorsqu'elle répond aux conditions de sécurité et d'accessibilité nécessaires.

Les travaux d’accessibilité de la Mairie ne permettent plus l’utilisation de la salle de conseil. Il s’avère nécessaire de déplacer les réunions du Conseil Municipal à la salle polyvalente située à proximité de la Mairie pendant toute la durée des travaux. 

A savoir que l’information sera faite sur le tableau d’information lumineux de la commune, le site internet, la convocation aux réunions du conseil affichée sur le panneau d’information ainsi que sur la porte de la mairie.

Après en avoir délibéré les membres du Conseil, à l’unanimité 

 -ACCEPTENT que les réunions du Conseil Municipal se fassent à la salle polyvalente pendant toute la durée des travaux d’accessibilité de la Mairie.

Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20180913;201809;20180902;Décision modificative n°3;
Mogneneins;20180913;201809;20180903;"Chauffage réversible Mairie Choix du prestataire
";"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2018-09-03
 
ANNEE 2018

Objet : Chauffage réversible Mairie 
            Choix du prestataire
Le treize septembre deux mille dix huit

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Eric DE CLAVIERE, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : Nathalie VERNUS-PROST (donne pouvoir à Jean-Pierre CHAMPION), Didier REY, Marie-Pierre GINTRAND

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 8 septembre 2018  
Membres en exercice : 15    Présents : 12        Votants : 13
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle qu’il avait été évoqué l’installation d’un chauffage réversible au secrétariat en remplacement des radiateurs supprimés pour la mise en conformité de l’accessibilité de la Mairie.

Deux devis ont été demandés à trois entreprises :
1 - installation d’une unité au secrétariat
2 - installation dans l’ensemble du bâtiment soit 4 unités

Deux entreprises ont répondus mais l’une d’entre elle s’est retirée. 

Les devis reçus de la SARL Deléglise sont :

1 – secrétariat uniquement : 3 333.33 € HT soit 4 000.00 € TTC
2 – 4 bureaux de la mairie : 10 400.00 € HT soit 12 480.00 € TTC

Après vérification du budget il est possible de faire tous les bureaux ce qui éviterait de faire à nouveau des travaux l’année prochaine. La somme nécessaire sera inscrite au compte de dépenses d’investissement n° 2315-op 172.

Monsieur le Maire demande aux conseillers de choisir entre les deux devis.

Après en avoir délibéré les membres du Conseil, à l’unanimité 

 - DECIDENT d’accepter le devis comprenant la totalité des travaux.
 - AUTORISENT Monsieur le Maire à signer tout document ce rapportant à cette affaire.


Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20180913;201809;20180904;SIEA : modernisation commandes et changement lampes;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2018-09-04
 
ANNEE 2018

Objet : SIEA : modernisation commandes et changement lampes
Le treize septembre deux mille dix huit

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Eric DE CLAVIERE, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : Nathalie VERNUS-PROST (donne pouvoir à Jean-Pierre CHAMPION), Didier REY, Marie-Pierre GINTRAND

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 8 septembre 2018  
Membres en exercice : 15    Présents : 12        Votants : 13
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle aux conseillers que dans le compte rendu annuel d’exploitation 2017 que nous a fait parvenir le Syndicat Intercommunal d’Energie et de E-communication de l’Ain, il était préconisé le remplacement des lampes à vapeurs de mercure ainsi qu’une modernisation des armoires de commande n°2, 7, 9, et 13.

Trois avant-projets sommaires nous sont parvenus :
- 1 : remplacement de 4 lampes à vapeur de mercure pour un montant restant à la charge de la commune de 1 629.05 €
- 2 : modernisation des armoires de commande n°2 et 13 pur un montant restant à la charge de la commune de 3 097.61 €
- 3 : modernisation des armoires de commande n°7 et 9 pour une montant restant à la charge de la commune de 3 520.14 €

Monsieur le Maire explique qu’il est possible de prendre en charge les avants projets n°1 et 2 sur le budget 2018 et que le troisième sera budgété sur 2019.

Monsieur le Maire demande aux conseillers de se prononcer sur cette proposition.

Après en avoir délibéré les membres du Conseil, à l’unanimité 

 - ACCEPTENT que les avants projets n°1 et 2 pour un montant de 4 726.66 € soit imputés sur le budget 2018 et que le n°3 d’un montant de 3520.14 € soit prévu sur le budget 2019.

 - AUTORISENT Monsieur le Maire à signer tout document ce rapportant à cette affaire.


Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION

"
Mogneneins;20180913;201809;20180905;"CDG 01 : convention adhésion missions temporaires
";"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2018-09-05
 
ANNEE 2018

Objet : CDG 01 : convention adhésion 
            missions temporaires
Le treize septembre deux mille dix huit

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Eric DE CLAVIERE, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : Nathalie VERNUS-PROST (donne pouvoir à Jean-Pierre CHAMPION), Didier REY, Marie-Pierre GINTRAND

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 8 septembre 2018  
Membres en exercice : 15    Présents : 12        Votants : 13
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire informe les conseillers que le Centre de Gestion de la Fonction Publique Territoriale de l’Ain propose une prestation de mise à disposition de personnel dans le cadre de missions temporaires.

Il expose que l’article 25 de la loi n° 84-53 du 26 janvier 1984 modifiée portant dispositions statutaires relatives à la fonction publique territoriale prévoit que les Centres de gestion peuvent recruter des agents en vue de les affecter à des missions temporaires ou d’assurer le remplacement d’agents momentanément indisponibles ou encore de pourvoir à la vacance temporaire d’un emploi qui ne peut être immédiatement pourvu.
Ces agents peuvent être mis à la disposition des collectivités affiliées à titre onéreux, conformément à l’article 22 (alinéa 6 de la loi n° 84-53) et par convention.

En outre la loi n°2009-972 du 3 août 2009 relative à la mobilité et aux parcours professionnels dans la fonction publique, désigne les Centres de gestion comme les principaux interlocuteurs des collectivités et établissements pour la mise à disposition de personnel intérimaire.

Considérant que la collectivité, doit, dans certains cas, faire face rapidement :
- à des remplacements d’agents titulaires indisponibles pour des raisons de maladie, maternité, ou autres (article 3-1 de la Loi n°84-53 du 26 janvier 1984), à un accroissement temporaire d’activité (article 3-1°), à un accroissement saisonnier d’activité (article 3-2°)
- à des besoins spécifiques (article 3 alinéa 2 de la Loi n°84-53 du 26 janvier 1984)

Pour assurer la continuité du service, il est proposé aux membres du Conseil Municipal, d’adhérer au service facultatif de Missions Temporaires mis en œuvre par le Centre de Gestion de la Fonction Publique Territoriale de l’Ain, d’autoriser le Maire à conclure et signer la convention type à partir de laquelle les demandes de mise à disposition de personnel à titre onéreux pourront être adressées au CDG01. Le détail des prestations est précisé dans la convention.

Le Conseil Municipal, sur le rapport de Monsieur le Maire, après en avoir délibéré, et à l’unanimité, décide :

• DE RECOURIR au service missions temporaires du Centre de Gestion de la FPT de l’Ain chaque fois que cela est nécessaire, afin de respecter le maintien du service public ;





• D’AUTORISER Monsieur le Maire à conclure et signer la convention correspondante avec le Centre de Gestion de la Fonction Publique Territoriale de l’Ain annexée à la présente délibération ;

• DE PREVOIR les crédits correspondants au budget de la collectivité ;

• CERTIFIE sous sa responsabilité le caractère exécutoire de cet acte qui sera affiché ce jour au siège de la collectivité,

• INFORME que la présente délibération peut faire l’objet d’un recours pour excès de pouvoir devant le Tribunal administratif dans un délai de deux mois à compter de sa publication. 


Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20180913;201809;20180906;Validation rapport de la CLECT;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2018-09-06
 
ANNEE 2018

Objet : Validation rapport de la CLECT
Le treize septembre deux mille dix huit

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : Eric DE CLAVIERE (donne pouvoir à Jean-Pierre CHAMPION), Lionel GENTIT (donne pouvoir à Sandrine BOUDIGUES), Marie-Pierre GINTRAND (donne pouvoir à Michel AUBRUN) Mélusine PILLOUD (donne pouvoir à Franck CALAS), Thierry CHABANON (excusé)

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 8 septembre 2018  
Membres en exercice : 15    Présents : 10        Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Vu le Code général des collectivités territoriales, 
Vu l’article 1609 nonies C du Code Général des Impôts,

1.Vu le rapport de la commission locale d’évaluation des charges transférées (CLECT) de la Communauté de Communes Val de Saône Centre approuvé à l’unanimité par ladite CLECT le 11 juillet 2018,

Au 1er janvier 2018, les statuts modifiés de la communauté de communes sont entrés en vigueur, par arrêté préfectoral du 13 décembre 2017 pris après délibérations du conseil communautaire et des conseils municipaux. Certaines évolutions de compétence sont la conséquence de l’harmonisation nécessaire parmi les compétences qui étaient exercées précédemment par les deux communautés de communes ayant fusionné au 1er janvier 2017.  

Les modifications statutaires comprennent des compétences nouvelles et des compétences restituées aux communes, dont il convient d’évaluer les charges. 

Les compétences restituées aux communes au 1er janvier 2018 sont les suivantes :
? Table d’orientation à Guéreins
? Entrées piscine
? Transport piscine
? Transport bibliothèque
? Voies ou chemins d’accès attenants aux ouvrages d’épuration (lagunes et stations d’épuration)
? Stades de foot de Thoissey et de Saint-Etienne-sur-Chalaronne

Les compétences nouvelles au 1er janvier 2018 sont les suivantes :
? Versement de la contribution financière au budget du SDIS
? Versement de la cotisation au SRTC
? Versement de la cotisation au SIAH
? VC4 à Messimy-sur-Saône
? VC1 à Chaleins
? Chemin de halage, étant précisé que cette compétence ne sera exercée qu’après signature d’une convention de superposition d’affectation entre la communauté de communes et Voies Navigables de France et réalisation d’un état des lieux préalable et que l’évaluation des charges ne sera possible qu’à l’issue de ce travail préparatoire.



Le Conseil municipal, Après en avoir délibéré, à l’unanimité
•
- APPROUVE le rapport de la commission locale d’évaluation des charges transférées (CLECT) de la Communauté de Communes Val de Saône Centre, tel que demeuré ci-annexé,

- AUTORISE M. le Maire à remplir toutes les formalités nécessaires à l’exécution de la présente délibération et à la notifier au Président de la Communauté de Communes Val de Saône Centre,


Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20180913;201809;20180907;ONF : Programme coupes 2019 ;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2018-09-07
 
ANNEE 2018

Objet : ONF : Programme coupes 2019 
Le treize septembre deux mille dix huit

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Eric DE CLAVIERE, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : Nathalie VERNUS-PROST (donne pouvoir à Jean-Pierre CHAMPION), Didier REY, Marie-Pierre GINTRAND

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 8 septembre 2018  
Membres en exercice : 15    Présents : 12        Votants : 13
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire donne lecture au Conseil Municipal du programme de coupe proposé pour l’année 2019 par l’Office National des Forêts en forêt communale relevant du Régime Forestier.

Le Conseil Municipal, après en avoir délibéré, à l’unanimité 

1. Etat d’assiette
• demande à l’ONF de bien vouloir apporter au programme les ajouts, ajournements, ou modifications du mode de commercialisation 

2. Vente par contrats d’approvisionnements de bois façonné
• donne pouvoir à Monsieur le Maire pour effectuer toutes les démarches nécessaires à la bonne réalisation des opérations de vente.
• s’engage pour une durée de 3 ans à commercialiser une partie du volume inscrit à l’état d’assiette annuel (permettant une réduction des frais d’assistance à maître d’ouvrage) dans le but de favoriser l’approvisionnement des scieurs locaux.

3. Délivrance des bois d’affouage
• Délivrance des bois sur pied (parcelle 2 et 4)

Pour la délivrance de bois sur pied des bois d’affouage, le conseil municipal désigne comme bénéficiaires solvables de la bonne exploitation des bois, conformément aux règles applicables en la matière : Jean-Pierre CHAMPION, Michel AUBRUN et Didier REY


    Ainsi fait et délibéré, le jour, mois et an que dessus.
    Ont signé au registre les membres présents.
    Pour copie conforme,
    Le Maire, Jean-Pierre CHAMPION



"
